feature_index,feature_name,modality,fold_00_coverage_count,fold_01_coverage_count,fold_02_coverage_count,fold_03_coverage_count,fold_04_coverage_count,fold_05_coverage_count,fold_06_coverage_count,fold_07_coverage_count,fold_08_coverage_count,fold_09_coverage_count,minimum_coverage_count_across_folds,maximum_coverage_count_across_folds,total_coverage_count_across_folds
37,ST93TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
38,ST110CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
39,ST62SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
40,ST34SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
41,ST104SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
42,ST62TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,4,4,4,4,4,4,4,4,4,4,4,4,40
43,ST108SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
44,ST85SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
45,ST32SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
46,ST39CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
47,ST54SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
48,ST58TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
49,ST43TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
50,ST54TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
51,ST104CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
52,ST97TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
53,ST73SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
54,ST108CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
55,ST103TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
56,ST44TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
57,ST99CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
58,ST108TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
59,ST37SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
60,ST88SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
61,ST50CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
62,ST57SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
63,ST61SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
64,ST84TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
65,ST72CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
66,ST10CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
67,ST56CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
68,ST38CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
69,ST107TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
70,ST84CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
71,ST84SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
72,ST47SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
73,ST29SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
74,ST82SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
75,ST23SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
76,ST54CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
77,ST74CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
78,ST82TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
79,ST98SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
80,ST52TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
81,ST99TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
82,ST34TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
83,ST85CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
84,ST116CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
85,ST110SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
86,ST48TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
87,ST115SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
88,ST93SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
89,ST57TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
90,ST55CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
91,ST113SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
92,ST34CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
93,ST57CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
94,ST23CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
95,ST121TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
96,ST40SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
97,ST118TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
98,ST38SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
99,ST58SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
100,ST115TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
101,ST32TS_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
102,ST107CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
103,ST15CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
104,ST50TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
105,ST94TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
106,ST46CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
107,ST55SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
108,ST119CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
109,ST40CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
110,ST95SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
111,ST31SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
112,ST52SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
113,ST46TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
114,ST30SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
115,ST46SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
116,ST94CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
117,ST49TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
118,ST32CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
119,ST102SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
120,ST118CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
121,ST117CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
122,ST111SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
123,ST55TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
124,ST113CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
125,ST60TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
126,ST35CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
127,ST102TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
128,ST121SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
129,ST47CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
130,ST111TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
131,ST56SA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
132,ST103CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
133,ST59TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
134,ST104TA_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
135,ST14CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
136,ST128SV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,3,3,3,3,3,3,3,3,3,3,3,3,30
137,ST26CV_UCSFFSX_11_02_15_UCSFFSX51_08_01_16,MRI,2,2,2,2,2,2,2,2,2,2,2,2,20
138,CTX_RH_LATERALORBITOFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
139,RIGHT_CEREBELLUM_WHITE_MATTER_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
140,RIGHT_CEREBRAL_WHITE_MATTER_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
141,CTX_LH_FUSIFORM_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
142,CTX_RH_BANKSSTS_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
143,CTX_RH_SUPERIORTEMPORAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
144,CTX_LH_BANKSSTS_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
145,CTX_LH_UNKNOWN_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
146,CTX_RH_PARSOPERCULARIS_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
147,CTX_LH_ROSTRALMIDDLEFRONTAL_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
148,CTX_RH_PARSORBITALIS_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
149,CC_CENTRAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
150,SUMMARYSUVR_WHOLECEREBNORM_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
151,CTX_RH_INFERIORTEMPORAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
152,RIGHT_HIPPOCAMPUS_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
153,CC_ANTERIOR_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
154,CSF_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
155,CTX_LH_LINGUAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
156,CTX_LH_MEDIALORBITOFRONTAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
157,RIGHT_CEREBELLUM_WHITE_MATTER_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
158,CTX_RH_ENTORHINAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
159,LEFT_CHOROID_PLEXUS_SIZE_UCBERKELEYAV45_10_17_16,PET,4,4,4,4,4,4,4,4,4,4,4,4,40
160,LEFT_AMYGDALA_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
161,CTX_RH_SUPERIORFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
162,CTX_LH_INFERIORPARIETAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
163,RIGHT_AMYGDALA_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
164,LEFT_LATERAL_VENTRICLE_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
165,CTX_LH_ROSTRALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
166,CTX_LH_PRECUNEUS_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
167,CTX_RH_POSTERIORCINGULATE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
168,LEFT_HIPPOCAMPUS_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
169,CTX_LH_PARSOPERCULARIS_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
170,CC_MID_ANTERIOR_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
171,CTX_RH_CAUDALANTERIORCINGULATE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
172,CTX_RH_PARAHIPPOCAMPAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
173,CTX_RH_CAUDALMIDDLEFRONTAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
174,RIGHT_CEREBRAL_WHITE_MATTER_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
175,CTX_RH_ISTHMUSCINGULATE_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
176,CTX_LH_LATERALOCCIPITAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
177,CTX_LH_CAUDALANTERIORCINGULATE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
178,RIGHT_INF_LAT_VENT_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
179,CTX_RH_CAUDALMIDDLEFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
180,RIGHT_PALLIDUM_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
181,RIGHT_VESSEL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
182,CTX_RH_PARSTRIANGULARIS_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
183,CTX_RH_INFERIORPARIETAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
184,CTX_RH_MEDIALORBITOFRONTAL_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
185,NON_WM_HYPOINTENSITIES_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
186,RIGHT_CEREBELLUM_CORTEX_SIZE_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
187,LEFT_ACCUMBENS_AREA_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
188,CTX_RH_PARACENTRAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
189,CTX_LH_POSTERIORCINGULATE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
190,LEFT_INF_LAT_VENT_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
191,CTX_LH_FRONTALPOLE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
192,CC_ANTERIOR_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
193,CC_MID_ANTERIOR_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
194,CTX_LH_ISTHMUSCINGULATE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
195,CTX_RH_POSTCENTRAL_UCBERKELEYAV45_10_17_16,PET,3,3,3,3,3,3,3,3,3,3,3,3,30
196,CTX_LH_SUPERIORFRONTAL_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
197,ERODED_SUBCORTICALWM_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
198,WHOLECEREBELLUM_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
199,CTX_LH_PERICALCARINE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
200,LEFT_PUTAMEN_SIZE_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
201,NON_WM_HYPOINTENSITIES_UCBERKELEYAV45_10_17_16,PET,2,2,2,2,2,2,2,2,2,2,2,2,20
